crop,country,iso3_code,aver_n_rate_kg_ha,COD,Agri-Footprint Region,Country,IPCC Climate Koppen,DE EF,DE EF Level,IE Volitisation Factor IPCC,IE EF Volatilization and redeposition,IE Leaching Factor IPCC,IE EF Leaching and runoff,EF urea IPCC,EF transport (global) (kgN/ kgCO2),EF production (global) (kgN/ kgCO2),ISO3,direct_emissions,indirect_emissions_VR,indirect_emissions_LR,indirect_emissions_total,production_emissions,transport_emissions,urea emissions,total_emissions
Roots/tubers,Czech Republic,CZE,130.0,57,Europe,Czechia,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,CZE,378.95,757.9,595.492857142857,1353.3928571428569,484.9,36.010000000000005,95.33333333333333,2348.5861904761905
Sugar beet,Czech Republic,CZE,150.0,57,Europe,Czechia,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,CZE,437.25000000000006,874.5000000000001,687.1071428571428,1561.607142857143,559.5,41.550000000000004,110.0,2709.9071428571433
Vegetables,Czech Republic,CZE,170.0,57,Europe,Czechia,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,CZE,495.54999999999995,991.0999999999999,778.7214285714285,1769.8214285714284,634.1,47.09,124.66666666666667,3071.228095238095
Wheat,Czech Republic,CZE,165.0,57,Europe,Czechia,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,CZE,480.97499999999997,961.9499999999999,755.8178571428572,1717.767857142857,615.45,45.705000000000005,121.0,2980.897857142857
Fruit primary and citrus fruits and treenuts,Denmark,DNK,100.0,60,Europe,Denmark,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DNK,333.14285714285717,583.0,458.0714285714285,1041.0714285714284,373.0,27.700000000000003,73.33333333333333,1848.2476190476189
Grassland,Denmark,DNK,26.0,60,Europe,Denmark,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DNK,86.61714285714287,151.57999999999998,119.09857142857142,270.6785714285714,96.98,7.202000000000001,19.066666666666666,480.54438095238095
Maize,Denmark,DNK,40.0,60,Europe,Denmark,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DNK,133.25714285714287,233.2,183.22857142857143,416.42857142857144,149.2,11.080000000000002,29.333333333333332,739.2990476190478
Maize green,Denmark,DNK,40.0,60,Europe,Denmark,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DNK,133.25714285714287,233.2,183.22857142857143,416.42857142857144,149.2,11.080000000000002,29.333333333333332,739.2990476190478
Other cereals,Denmark,DNK,78.0322906155399,60,Europe,Denmark,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DNK,259.9590024506273,454.92825428859766,357.44362836961244,812.3718826582101,291.06044399596385,21.614944500504556,57.22367978472926,1442.229953390035
Pulses,Denmark,DNK,0.0,60,Europe,Denmark,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rapeseed,Denmark,DNK,125.0,60,Europe,Denmark,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DNK,416.42857142857144,728.75,572.5892857142857,1301.3392857142858,466.25,34.625,91.66666666666667,2310.309523809524
Residual,Denmark,DNK,101.726457399103,60,Europe,Denmark,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DNK,338.8944266495832,593.0652466367704,465.97983664317684,1059.0450832799472,379.4396860986542,28.178228699551532,74.59940209267553,1880.1568268204117
Roots/tubers,Denmark,DNK,137.0,60,Europe,Denmark,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DNK,456.40571428571434,798.71,627.5578571428571,1426.267857142857,511.01,37.949000000000005,100.46666666666668,2532.0992380952384
Sugar beet,Denmark,DNK,105.0,60,Europe,Denmark,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DNK,349.8,612.1499999999999,480.97499999999997,1093.1249999999998,391.65,29.085,77.0,1940.6599999999999
Vegetables,Denmark,DNK,172.0,60,Europe,Denmark,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DNK,573.0057142857144,1002.76,787.8828571428571,1790.642857142857,641.56,47.644000000000005,126.13333333333333,3178.9859047619047
Wheat,Denmark,DNK,132.0,60,Europe,Denmark,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DNK,439.74857142857144,769.56,604.6542857142857,1374.2142857142858,492.36,36.564,96.80000000000001,2439.686857142857
Cottonseed,Egypt,EGY,219.7481130501,65,Africa,Egypt,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,EGY,274.528178374732,457.5469639578868,1006.6033207073508,1464.1502846652377,819.660461676873,60.8702273148777,161.14861623674,2780.3577682684604
Fruit primary and citrus fruits and treenuts,Egypt,EGY,180.80450208037,65,Africa,Egypt,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,EGY,225.87648152754798,376.4608025459133,828.2137656010092,1204.6745681469224,674.4007927597802,50.082847076262496,132.58996819227136,2287.6246577027846
Maize,Egypt,EGY,276.66028635621,65,Africa,Egypt,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,EGY,345.6277434550081,576.0462390916801,1267.3017260016961,1843.3479650933764,1031.9428681086633,76.63489932067017,202.88420999455403,3500.437685972272
Other cereals,Egypt,EGY,73.4625489523149,65,Africa,Egypt,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,EGY,91.77571294114198,152.95952156856995,336.5109474508539,489.47046901942383,274.0153075921346,20.34912605979123,53.87253589836427,929.4831515108559
Other oil crops,Egypt,EGY,172.406280110247,65,Africa,Egypt,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,EGY,215.38470279487285,358.9745046581214,789.7439102478672,1148.7184149059885,643.0754248112213,47.756539590538424,126.4312720808478,2181.366354183469
Residual,Egypt,EGY,268.438513399804,65,Africa,Egypt,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,EGY,335.3563999544694,558.9273332574489,1229.6401331663876,1788.5674664238365,1001.2756549812689,74.35746821174571,196.8549098265229,3396.411899397843
Rice,Egypt,EGY,233.663880532235,65,Africa,Egypt,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,EGY,291.912947893485,486.52157982247496,1070.347475609445,1556.8690554319198,871.5662743852365,64.7248949074291,171.3535123903057,2956.426685008376
Roots/tubers,Egypt,EGY,194.384499740205,65,Africa,Egypt,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,EGY,242.84177860401326,404.7362976733554,890.4198548813819,1295.1561525547372,725.0541840309646,53.84450642803679,142.548633142817,2459.445254760569
Soybeans,Egypt,EGY,50.613742991494,65,Africa,Egypt,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,EGY,63.23102606580215,105.38504344300358,231.84709557460783,337.2321390176114,188.78926135827263,14.020006808643839,37.11674486042893,640.3891781107591
Vegetables,Egypt,EGY,204.419526143088,65,Africa,Egypt,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,EGY,255.37839373161495,425.6306562193583,936.3874436825882,1362.0180999019465,762.4848325137183,56.624208741635385,149.90765250493124,2586.4131873938463
Wheat,Egypt,EGY,180.364758693845,65,Africa,Egypt,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,EGY,225.32711639681068,375.54519399468444,826.1994267883057,1201.74462078299,672.7605499280419,49.96103815819507,132.26748970881968,2282.0608149748573
Fruit primary and citrus fruits and treenuts,Estonia,EST,25.7142857142857,69,Europe,Estonia,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,EST,74.95714285714283,149.91428571428565,117.78979591836728,267.7040816326529,95.91428571428567,7.12285714285714,18.85714285714285,464.5555102040813
Grassland,Estonia,EST,5.57324840764331,69,Europe,Estonia,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,EST,16.246019108280247,32.492038216560495,25.529458598726105,58.021496815286596,20.788216560509547,1.5437898089171969,4.087048832271761,100.68657112526536
Maize green,Estonia,EST,85.0,69,Europe,Estonia,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,EST,247.77499999999998,495.54999999999995,389.36071428571427,884.9107142857142,317.05,23.545,62.333333333333336,1535.6140476190476
Other cereals,Estonia,EST,88.5384615384615,69,Europe,Estonia,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,EST,258.0896153846153,516.1792307692306,405.5693956043954,921.7486263736259,330.2484615384614,24.525153846153838,64.92820512820511,1599.5400622710615
Pulses,Estonia,EST,30.0,69,Europe,Estonia,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,EST,87.45,174.9,137.42142857142855,312.32142857142856,111.9,8.31,22.0,541.9814285714285
Rapeseed,Estonia,EST,110.0,69,Europe,Estonia,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,EST,320.65000000000003,641.3000000000001,503.8785714285714,1145.1785714285716,410.3,30.470000000000002,80.66666666666667,1987.2652380952384
Residual,Estonia,EST,34.6540880503145,69,Europe,Estonia,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,EST,101.01666666666677,202.03333333333353,158.74047619047636,360.77380952380986,129.2597484276731,9.599182389937116,25.412997903563966,626.0624049116509
Roots/tubers,Estonia,EST,75.0,69,Europe,Estonia,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,EST,218.62500000000003,437.25000000000006,343.5535714285714,780.8035714285714,279.75,20.775000000000002,55.0,1354.9535714285716
Vegetables,Estonia,EST,80.0,69,Europe,Estonia,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,EST,233.2,466.4,366.45714285714286,832.8571428571429,298.4,22.160000000000004,58.666666666666664,1445.2838095238099
Wheat,Estonia,EST,125.0,69,Europe,Estonia,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,EST,364.375,728.75,572.5892857142857,1301.3392857142858,466.25,34.625,91.66666666666667,2258.2559523809523
Fruit primary and citrus fruits and treenuts,Finland,FIN,40.0,75,Europe,Finland,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FIN,116.6,233.2,183.22857142857143,416.42857142857144,149.2,11.080000000000002,29.333333333333332,722.6419047619049
Grassland,Finland,FIN,81.0,75,Europe,Finland,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FIN,236.11500000000004,472.2300000000001,371.0378571428571,843.2678571428571,302.13,22.437,59.4,1463.3498571428572
Maize green,Finland,FIN,50.0,75,Europe,Finland,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FIN,145.75,291.5,229.03571428571425,520.5357142857142,186.5,13.850000000000001,36.666666666666664,903.3023809523809
Other cereals,Finland,FIN,55.1757225433526,75,Europe,Finland,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FIN,160.83723121387283,321.67446242774565,252.74422047894302,574.4186829066887,205.8054450867052,15.28367514450867,40.4621965317919,996.8072308835674
Other oil crops,Finland,FIN,40.0,75,Europe,Finland,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FIN,116.6,233.2,183.22857142857143,416.42857142857144,149.2,11.080000000000002,29.333333333333332,722.6419047619049
Pulses,Finland,FIN,35.0,75,Europe,Finland,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FIN,102.02499999999999,204.04999999999998,160.32499999999996,364.37499999999994,130.55,9.695,25.666666666666668,632.3116666666666
Rapeseed,Finland,FIN,82.0,75,Europe,Finland,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FIN,239.03000000000003,478.06000000000006,375.6185714285714,853.6785714285714,305.86,22.714000000000002,60.13333333333335,1481.4159047619048
Residual,Finland,FIN,54.0,75,Europe,Finland,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FIN,157.41000000000003,314.82000000000005,247.35857142857142,562.1785714285714,201.42,14.958000000000002,39.6,975.5665714285714
Roots/tubers,Finland,FIN,65.0,75,Europe,Finland,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FIN,189.475,378.95,297.7464285714285,676.6964285714284,242.45,18.005000000000003,47.666666666666664,1174.2930952380952
Sugar beet,Finland,FIN,85.0,75,Europe,Finland,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FIN,247.77499999999998,495.54999999999995,389.36071428571427,884.9107142857142,317.05,23.545,62.333333333333336,1535.6140476190476
Vegetables,Finland,FIN,80.0,75,Europe,Finland,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FIN,233.2,466.4,366.45714285714286,832.8571428571429,298.4,22.160000000000004,58.666666666666664,1445.2838095238099
Wheat,Finland,FIN,79.0,75,Europe,Finland,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FIN,230.285,460.57,361.87642857142856,822.4464285714286,294.67,21.883000000000003,57.93333333333334,1427.217761904762
Fruit primary and citrus fruits and treenuts,France,FRA,35.1612903225806,76,Europe,France,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FRA,117.13732718893995,204.99032258064486,161.0638248847924,366.05414746543727,131.15161290322564,9.739677419354827,25.784946236559108,649.8677112135168
Grassland,France,FRA,32.8066884176183,76,Europe,France,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FRA,109.29313912840838,191.2629934747147,150.27806630156152,341.54105977627626,122.36894779771625,9.08745269168027,24.058238172920085,606.3488375670013
Maize,France,FRA,145.0,76,Europe,France,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FRA,483.0571428571428,845.3500000000001,664.2035714285714,1509.5535714285716,540.85,40.165000000000006,106.33333333333333,2679.959047619048
Maize green,France,FRA,35.0,76,Europe,France,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FRA,116.6,204.04999999999998,160.32499999999996,364.37499999999994,130.55,9.695,25.666666666666668,646.8866666666665
Other cereals,France,FRA,121.47878268324,76,Europe,France,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FRA,404.6978874533081,708.2213030432891,556.4595952482986,1264.6808982915877,453.11585940848516,33.64962280325748,89.084440634376,2245.2287085910143
Other oil crops,France,FRA,36.0,76,Europe,France,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FRA,119.93142857142857,209.88000000000002,164.90571428571428,374.78571428571433,134.28,9.972000000000001,26.400000000000002,665.3691428571428
Pulses,France,FRA,0.0,76,Europe,France,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rapeseed,France,FRA,160.0,76,Europe,France,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FRA,533.0285714285715,932.8,732.9142857142857,1665.7142857142858,596.8,44.32000000000001,117.33333333333333,2957.196190476191
Residual,France,FRA,22.746185852982,76,Europe,France,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FRA,75.7772934416486,132.61026352288508,104.19377848226681,236.80404200515187,84.84327323162286,6.3006934812760145,16.680536292186797,420.40583845188615
Roots/tubers,France,FRA,120.0,76,Europe,France,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FRA,399.77142857142854,699.6,549.6857142857142,1249.2857142857142,447.6,33.24,88.0,2217.8971428571426
Sugar beet,France,FRA,100.0,76,Europe,France,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FRA,333.14285714285717,583.0,458.0714285714285,1041.0714285714284,373.0,27.700000000000003,73.33333333333333,1848.2476190476189
Vegetables,France,FRA,90.0,76,Europe,France,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FRA,299.8285714285714,524.7,412.26428571428573,936.9642857142858,335.7,24.930000000000003,66.0,1663.4228571428573
Wheat,France,FRA,165.0,76,Europe,France,wet,0.008,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,FRA,549.6857142857143,961.9499999999999,755.8178571428572,1717.767857142857,615.45,45.705000000000005,121.0,3049.608571428571
Fruit primary and citrus fruits and treenuts,Germany,DEU,40.0,82,Europe,Germany,wet,0.007,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DEU,116.6,233.2,183.22857142857143,416.42857142857144,149.2,11.080000000000002,29.333333333333332,722.6419047619049
Grassland,Germany,DEU,49.2688172043011,82,Europe,Germany,wet,0.007,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DEU,143.61860215053773,287.23720430107545,225.68637480798782,512.9235791090632,183.7726881720431,13.647462365591407,36.13046594982081,890.0927977470564
Maize,Germany,DEU,120.0,82,Europe,Germany,wet,0.007,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DEU,349.8,699.6,549.6857142857142,1249.2857142857142,447.6,33.24,88.0,2167.925714285714
Maize green,Germany,DEU,51.3208955223881,82,Europe,Germany,wet,0.007,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DEU,149.60041044776133,299.20082089552267,235.08635927505344,534.2871801705761,191.42694029850762,14.215888059701504,37.635323383084604,927.165742359631
Other cereals,Germany,DEU,116.676125614832,82,Europe,Germany,wet,0.007,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DEU,340.11090616723527,680.2218123344705,534.4599954056554,1214.6818077401258,435.2019485433234,32.319286795308464,85.56249211754347,2107.8764413635363
Other oil crops,Germany,DEU,40.0,82,Europe,Germany,wet,0.007,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DEU,116.6,233.2,183.22857142857143,416.42857142857144,149.2,11.080000000000002,29.333333333333332,722.6419047619049
Pulses,Germany,DEU,7.0,82,Europe,Germany,wet,0.007,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DEU,20.405,40.81,32.065,72.875,26.11,1.939,5.133333333333334,126.46233333333335
Rapeseed,Germany,DEU,140.0,82,Europe,Germany,wet,0.007,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DEU,408.09999999999997,816.1999999999999,641.2999999999998,1457.4999999999998,522.2,38.78,102.66666666666667,2529.2466666666664
Residual,Germany,DEU,64.1082410824108,82,Europe,Germany,wet,0.007,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DEU,186.8755227552275,373.751045510455,293.6615357582146,667.4125812686696,239.12373923739227,17.757982779827792,47.01271012710125,1158.1825361682183
Roots/tubers,Germany,DEU,135.0,82,Europe,Germany,wet,0.007,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DEU,393.52500000000003,787.0500000000001,618.3964285714285,1405.4464285714284,503.55,37.395,99.0,2438.9164285714287
Sugar beet,Germany,DEU,125.0,82,Europe,Germany,wet,0.007,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DEU,364.375,728.75,572.5892857142857,1301.3392857142858,466.25,34.625,91.66666666666667,2258.2559523809523
Vegetables,Germany,DEU,165.0,82,Europe,Germany,wet,0.007,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DEU,480.97499999999997,961.9499999999999,755.8178571428572,1717.767857142857,615.45,45.705000000000005,121.0,2980.897857142857
Wheat,Germany,DEU,150.0,82,Europe,Germany,wet,0.007,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,DEU,437.25000000000006,874.5000000000001,687.1071428571428,1561.607142857143,559.5,41.550000000000004,110.0,2709.9071428571433
Fruit primary and citrus fruits and treenuts,Greece,GRC,43.2240143369176,85,Europe,Greece,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,GRC,125.99800179211479,251.99600358422958,197.99685995903755,449.99286354326716,161.22557347670264,11.973051971326175,31.697610513739573,780.8871012971504
Grassland,Greece,GRC,0.0,85,Europe,Greece,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,GRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maize,Greece,GRC,250.0,85,Europe,Greece,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,GRC,728.75,1457.5,1145.1785714285713,2602.6785714285716,932.5,69.25,183.33333333333334,4516.511904761905
Maize green,Greece,GRC,180.0,85,Europe,Greece,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,GRC,524.7,1049.4,824.5285714285715,1873.9285714285716,671.4,49.86000000000001,132.0,3251.8885714285716
Other cereals,Greece,GRC,50.0,85,Europe,Greece,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,GRC,145.75,291.5,229.03571428571425,520.5357142857142,186.5,13.850000000000001,36.666666666666664,903.3023809523809
Other oil crops,Greece,GRC,45.0,85,Europe,Greece,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,GRC,131.175,262.35,206.13214285714287,468.4821428571429,167.85,12.465000000000002,33.0,812.9721428571429
Pulses,Greece,GRC,15.0,85,Europe,Greece,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,GRC,43.725,87.45,68.71071428571427,156.16071428571428,55.95,4.155,11.0,270.99071428571426
Rapeseed,Greece,GRC,50.0,85,Europe,Greece,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,GRC,145.75,291.5,229.03571428571425,520.5357142857142,186.5,13.850000000000001,36.666666666666664,903.3023809523809
Residual,Greece,GRC,54.246835443038,85,Europe,Greece,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,GRC,158.12952531645576,316.2590506329115,248.4892540687162,564.7483047016277,202.34069620253175,15.026373417721528,39.781012658227866,980.0259122965646
Roots/tubers,Greece,GRC,165.0,85,Europe,Greece,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,GRC,480.97499999999997,961.9499999999999,755.8178571428572,1717.767857142857,615.45,45.705000000000005,121.0,2980.897857142857
Sugar beet,Greece,GRC,95.0,85,Europe,Greece,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,GRC,276.92500000000007,553.8500000000001,435.16785714285714,989.0178571428573,354.35,26.315,69.66666666666667,1716.2745238095242
Vegetables,Greece,GRC,220.0,85,Europe,Greece,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,GRC,641.3000000000001,1282.6000000000001,1007.7571428571428,2290.357142857143,820.6,60.940000000000005,161.33333333333334,3974.5304761904767
Wheat,Greece,GRC,52.0,85,Europe,Greece,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,GRC,151.57999999999998,303.15999999999997,238.19714285714284,541.3571428571428,193.96,14.404000000000002,38.13333333333333,939.4344761904762
Fruit primary and citrus fruits and treenuts,Hungary,HUN,80.9756097560976,96,Europe,Hungary,wet,0.002,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,HUN,67.44111498257843,472.08780487804904,370.9261324041814,843.0139372822305,302.03902439024404,22.430243902439038,59.38211382113824,1294.3064343786305
Grassland,Hungary,HUN,2.22784810126582,96,Europe,Hungary,wet,0.002,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,HUN,1.8554792043399615,12.988354430379733,10.205135623869788,23.193490054249523,8.309873417721509,0.6171139240506321,1.6337552742616015,35.60971187462323
Maize,Hungary,HUN,120.0,96,Europe,Hungary,wet,0.002,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,HUN,99.94285714285714,699.6,549.6857142857142,1249.2857142857142,447.6,33.24,88.0,1918.0685714285712
Maize green,Hungary,HUN,119.677419354839,96,Europe,Hungary,wet,0.002,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,HUN,99.67419354838732,697.7193548387114,548.2080645161302,1245.9274193548417,446.3967741935495,33.150645161290406,87.76344086021527,1912.9124731182842
Other cereals,Hungary,HUN,59.6593406593407,96,Europe,Hungary,wet,0.002,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,HUN,49.68770800627947,347.8139560439563,273.28239403453705,621.0963500784933,222.52934065934082,16.525637362637376,43.75018315018318,953.589219256934
Other oil crops,Hungary,HUN,75.0,96,Europe,Hungary,wet,0.002,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,HUN,62.464285714285715,437.25000000000006,343.5535714285714,780.8035714285714,279.75,20.775000000000002,55.0,1198.7928571428572
Pulses,Hungary,HUN,50.0,96,Europe,Hungary,wet,0.002,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,HUN,41.642857142857146,291.5,229.03571428571425,520.5357142857142,186.5,13.850000000000001,36.666666666666664,799.195238095238
Rapeseed,Hungary,HUN,130.0,96,Europe,Hungary,wet,0.002,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,HUN,108.27142857142859,757.9,595.492857142857,1353.3928571428569,484.9,36.010000000000005,95.33333333333333,2077.9076190476185
Residual,Hungary,HUN,32.4551724137931,96,Europe,Hungary,wet,0.002,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,HUN,27.030522167487685,189.21365517241375,148.66787192118227,337.881527093596,121.05779310344826,8.990082758620689,23.80045977011494,518.7603848932675
Roots/tubers,Hungary,HUN,55.0,96,Europe,Hungary,wet,0.002,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,HUN,45.80714285714286,320.65000000000003,251.9392857142857,572.5892857142858,205.15,15.235000000000001,40.333333333333336,879.114761904762
Sugar beet,Hungary,HUN,83.0,96,Europe,Hungary,wet,0.002,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,HUN,69.12714285714286,483.89000000000004,380.1992857142857,864.0892857142858,309.59,22.991000000000003,60.866666666666674,1326.6640952380953
Vegetables,Hungary,HUN,88.0,96,Europe,Hungary,wet,0.002,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,HUN,73.29142857142857,513.04,403.10285714285715,916.1428571428571,328.24,24.376,64.53333333333335,1406.583619047619
Wheat,Hungary,HUN,120.0,96,Europe,Hungary,wet,0.002,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,HUN,99.94285714285714,699.6,549.6857142857142,1249.2857142857142,447.6,33.24,88.0,1918.0685714285712
Coffee green,India,IND,136.77868852459,98,South Asia,India,wet,0.007,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,IND,398.70987704917985,797.4197540983597,626.5440925058541,1423.9638466042138,510.1845081967207,37.887696721311436,100.30437158469933,2471.050300156125
Cottonseed,India,IND,122.122186495177,98,South Asia,India,wet,0.007,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,IND,355.98617363344096,711.9723472668819,559.4068442811215,1271.3791915480033,455.5157556270102,33.82784565916403,89.55627009646315,2206.2652365640815
Fruit primary and citrus fruits and treenuts,India,IND,79.0014671976525,98,South Asia,India,wet,0.007,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,IND,230.28927688115704,460.5785537623141,361.88314938467533,822.4617031469894,294.67547264724385,21.883406413749746,57.9344092782785,1427.2442683674185
Maize,India,IND,104.161810498221,98,South Asia,India,wet,0.007,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,IND,303.6316776023142,607.2633552046284,477.1354933750651,1084.3988485796935,388.52355315836434,28.85282150800722,76.3853276986954,1881.7922285470747
