crop,country,iso3_code,aver_n_rate_kg_ha,COD,Agri-Footprint Region,Country,IPCC Climate Koppen,DE EF,DE EF Level,IE Volitisation Factor IPCC,IE EF Volatilization and redeposition,IE Leaching Factor IPCC,IE EF Leaching and runoff,EF urea IPCC,EF transport (global) (kgN/ kgCO2),EF production (global) (kgN/ kgCO2),ISO3,direct_emissions,indirect_emissions_VR,indirect_emissions_LR,indirect_emissions_total,production_emissions,transport_emissions,urea emissions,total_emissions
Roots/tubers,Latvia,LVA,85.0,115,Europe,Latvia,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,LVA,247.77499999999998,495.54999999999995,389.36071428571427,884.9107142857142,317.05,23.545,62.333333333333336,1535.6140476190476
Vegetables,Latvia,LVA,80.0,115,Europe,Latvia,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,LVA,233.2,466.4,366.45714285714286,832.8571428571429,298.4,22.160000000000004,58.666666666666664,1445.2838095238099
Wheat,Latvia,LVA,135.0,115,Europe,Latvia,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,LVA,393.52500000000003,787.0500000000001,618.3964285714285,1405.4464285714284,503.55,37.395,99.0,2438.9164285714287
Fruit primary and citrus fruits and treenuts,Lithuania,LTU,17.0,121,Europe,Lithuania,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,LTU,49.55500000000001,99.11000000000001,77.87214285714286,176.9821428571429,63.41,4.7090000000000005,12.466666666666669,307.12280952380956
Grassland,Lithuania,LTU,32.089485458613,121,Europe,Lithuania,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,LTU,93.54085011185688,187.08170022371377,146.99276446148937,334.0744646852031,119.69378076062648,8.888787472035801,23.5322893363162,579.7301723660386
Maize,Lithuania,LTU,96.0,121,Europe,Lithuania,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,LTU,279.84000000000003,559.6800000000001,439.74857142857144,999.4285714285716,358.08,26.592000000000002,70.40000000000002,1734.3405714285718
Maize green,Lithuania,LTU,84.0,121,Europe,Lithuania,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,LTU,244.86,489.72,384.78,874.5,313.32,23.268,61.6,1517.548
Other cereals,Lithuania,LTU,67.5722891566265,121,Europe,Lithuania,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,LTU,196.97322289156625,393.9464457831325,309.5293502581755,703.4757960413081,252.04463855421682,18.717524096385542,49.55301204819276,1220.7641936316695
Other oil crops,Lithuania,LTU,35.0,121,Europe,Lithuania,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,LTU,102.02499999999999,204.04999999999998,160.32499999999996,364.37499999999994,130.55,9.695,25.666666666666668,632.3116666666666
Pulses,Lithuania,LTU,17.0,121,Europe,Lithuania,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,LTU,49.55500000000001,99.11000000000001,77.87214285714286,176.9821428571429,63.41,4.7090000000000005,12.466666666666669,307.12280952380956
Rapeseed,Lithuania,LTU,100.0,121,Europe,Lithuania,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,LTU,291.5,583.0,458.0714285714285,1041.0714285714284,373.0,27.700000000000003,73.33333333333333,1806.6047619047617
Residual,Lithuania,LTU,20.4725274725275,121,Europe,Lithuania,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,LTU,59.67741758241766,119.35483516483532,93.77879905808487,213.1336342229202,76.36252747252757,5.670890109890117,15.013186813186834,369.8576562009424
Roots/tubers,Lithuania,LTU,91.0,121,Europe,Lithuania,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,LTU,265.265,530.53,416.84499999999997,947.375,339.43,25.207,66.73333333333333,1644.0103333333334
Sugar beet,Lithuania,LTU,100.0,121,Europe,Lithuania,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,LTU,291.5,583.0,458.0714285714285,1041.0714285714284,373.0,27.700000000000003,73.33333333333333,1806.6047619047617
Vegetables,Lithuania,LTU,35.0,121,Europe,Lithuania,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,LTU,102.02499999999999,204.04999999999998,160.32499999999996,364.37499999999994,130.55,9.695,25.666666666666668,632.3116666666666
Wheat,Lithuania,LTU,95.0,121,Europe,Lithuania,wet,0.007,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,LTU,276.92500000000007,553.8500000000001,435.16785714285714,989.0178571428573,354.35,26.315,69.66666666666667,1716.2745238095242
Fruit primary and citrus fruits and treenuts,Malaysia,MYS,166.85372875439,125,East Asia,Malaysia,wet,0.034,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MYS,2362.4104366925135,972.7572386380939,764.3092589299308,1737.0664975680247,622.3644082538747,46.218482864966035,122.35940108655268,4890.419226465931
Maize,Malaysia,MYS,74.4153252993994,125,East Asia,Malaysia,wet,0.034,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MYS,1053.614698631925,433.8413464954985,340.8753436750345,774.716690170533,277.56916336675977,20.613045107933637,54.5712385528929,2181.084835830044
Oil palm,Malaysia,MYS,76.7965615980525,125,East Asia,Malaysia,wet,0.034,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MYS,1087.3296028547122,447.72395411664615,351.7831068059362,799.5070609225824,286.45117476073585,21.272647562660545,56.31747850523851,2250.8779646059293
Residual,Malaysia,MYS,27.070194980556,125,East Asia,Malaysia,wet,0.034,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MYS,383.2752892175579,157.8192367366415,124.000828864504,281.82006560114553,100.97182727747388,7.498444009614013,19.8514763190744,793.4171024248657
Rice,Malaysia,MYS,91.7156174034778,125,East Asia,Malaysia,wet,0.034,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MYS,1298.562120122669,534.7020494622755,420.1230388632165,954.825088325492,342.09925291497217,25.40522602076335,67.25811942921705,2688.149806813113
Roots/tubers,Malaysia,MYS,75.0454067509501,125,East Asia,Malaysia,wet,0.034,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MYS,1062.5357518695234,437.514721358039,343.7615667813164,781.2762881393554,279.91936718104387,20.787577670013178,55.033298284030074,2199.5522831439657
Sugar cane,Malaysia,MYS,240.783187560423,125,East Asia,Malaysia,wet,0.034,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MYS,3409.14595987336,1403.765983477266,1102.9589870178518,2506.7249704951178,898.1212896003777,66.69694295423717,176.5743375443102,7057.263500467402
Vegetables,Malaysia,MYS,168.843109705044,125,East Asia,Malaysia,wet,0.034,Country,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MYS,2390.5772289809875,984.3553295804065,773.4220446703193,1757.7773742507259,629.7847991998141,46.769541388297185,123.81828045036559,4948.727224270191
Cottonseed,Mali,MLI,50.8597413670598,127,Africa,Mali,dry,0.019,Country,0.11,0.005,0.0,0.011,0.2,0.277,3.73,MLI,402.40953937351526,105.89724720355665,232.97394384782461,338.8711910513813,189.70683529913305,14.088148358675564,37.29714366917719,982.3728577518823
Maize,Mali,MLI,51.7588836605549,127,Africa,Mali,dry,0.019,Country,0.11,0.005,0.0,0.011,0.2,0.277,3.73,MLI,409.5236816485476,107.76938990751252,237.09265779652756,344.8620477040401,193.06063605386979,14.337210773973709,37.95651468440693,999.7400908648382
Other cereals,Mali,MLI,0.653179036266938,127,Africa,Mali,dry,0.019,Country,0.11,0.005,0.0,0.011,0.2,0.277,3.73,MLI,5.168045846234908,1.3600120647986602,2.9920265425570522,4.352038607355713,2.4363578052756787,0.18093059304594183,0.4789979599290879,12.616370811841328
Pulses,Mali,MLI,0.868847951608469,127,Africa,Mali,dry,0.019,Country,0.11,0.005,0.0,0.011,0.2,0.277,3.73,MLI,6.874449114262151,1.8090655563847764,3.9799442240465077,5.789009780431284,3.2408028594995892,0.24067088259554592,0.6371551645128773,16.782087801301444
Rice,Mali,MLI,47.9489516864175,127,Africa,Mali,dry,0.019,Country,0.11,0.005,0.0,0.011,0.2,0.277,3.73,MLI,379.37895559317616,99.83656726136216,219.64044797499673,319.4770152363589,178.8495897903373,13.281859617137648,35.16256457003951,926.1499848070496
Sugar cane,Mali,MLI,242.5,127,Africa,Mali,dry,0.019,Country,0.11,0.005,0.0,0.011,0.2,0.277,3.73,MLI,1918.6946428571428,504.91964285714295,1110.8232142857144,1615.7428571428572,904.525,67.1725,177.83333333333334,4683.968333333332
Vegetables,Mali,MLI,34.5315904139434,127,Africa,Mali,dry,0.019,Country,0.11,0.005,0.0,0.011,0.2,0.277,3.73,MLI,273.218876439465,71.89970432617501,158.17934951758502,230.07905384376005,128.80283224400887,9.565250544662321,25.32316630355849,666.9891793754548
Wheat,Mali,MLI,46.2857142857143,127,Africa,Mali,dry,0.019,Country,0.11,0.005,0.0,0.011,0.2,0.277,3.73,MLI,366.21918367346944,96.37346938775514,212.02163265306126,308.39510204081637,172.64571428571435,12.821142857142862,33.94285714285715,894.0240000000002
Cottonseed,Mexico,MEX,58.1196986317113,134,Latin America,Mexico,wet,0.024,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MEX,580.8648737535033,338.8378430228768,266.22973380368904,605.0675768265659,216.78647589628315,16.09915652098403,42.62111232992162,1461.439195327258
Fruit primary and citrus fruits and treenuts,Mexico,MEX,111.940091201767,134,Latin America,Mexico,wet,0.024,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MEX,1118.76125435366,652.6107317063017,512.7655749120942,1165.376306618396,417.5365401825909,31.007405262889463,82.08940021462915,2814.770906632166
Grassland,Mexico,MEX,0.0,134,Latin America,Mexico,wet,0.024,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maize,Mexico,MEX,123.382874579386,134,Latin America,Mexico,wet,0.024,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MEX,1233.1237007962634,719.3221587978204,565.1816961982873,1284.5038549961077,460.2181221811098,34.17705625848993,90.48077469154974,3102.5035089235203
Oil palm,Mexico,MEX,136.380456830439,134,Latin America,Mexico,wet,0.024,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MEX,1363.025251408216,795.0980633214593,624.7199068954322,1419.8179702168916,508.69910397753745,37.7773865420316,100.01233500898859,3429.3320471536654
Other cereals,Mexico,MEX,20.5989763258802,134,Latin America,Mexico,wet,0.024,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MEX,205.87205482265415,120.09203197988158,94.3580251270498,214.45005710693138,76.83418169553315,5.7059164422688164,15.105915972312147,517.9681260396997
Other oil crops,Mexico,MEX,18.66675295029,134,Latin America,Mexico,wet,0.024,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MEX,186.56086234318408,108.82716970019071,85.50706190729268,194.3342316074834,69.6269885045817,5.170690567230331,13.688952163546,469.38172518602556
Residual,Mexico,MEX,37.3064630593937,134,Latin America,Mexico,wet,0.024,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MEX,372.85145080502616,217.4966796362653,170.890248285637,388.38692792190227,139.1531072115385,10.333890267452055,27.358072910222045,938.0834491161411
Rice,Mexico,MEX,173.159754121367,134,Latin America,Mexico,wet,0.024,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MEX,1730.608056904405,1009.5213665275695,793.1953594145189,1802.7167259420885,645.8858828726989,47.965251891618664,126.98381968900247,4354.159737299814
Roots/tubers,Mexico,MEX,121.635996106048,134,Latin America,Mexico,wet,0.024,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MEX,1215.6648982255883,709.1378572982599,557.1797450200613,1266.3176023183212,453.70226547555905,33.6931709213753,89.19973047776853,3058.5776674186127
Soybeans,Mexico,MEX,0.0,134,Latin America,Mexico,wet,0.024,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sugar beet,Mexico,MEX,125.286700292094,134,Latin America,Mexico,wet,0.024,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MEX,1252.151078919271,730.421462702908,573.9025778379992,1304.3240405409072,467.3193920895106,34.70441598091004,91.87691354753561,3150.3758410781343
Vegetables,Mexico,MEX,117.891130665922,134,Latin America,Mexico,wet,0.024,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MEX,1178.2376430554148,687.3052917823253,540.0255864003984,1227.3308781827236,439.7339173838891,32.655843194460395,86.45349582167614,2964.4117776381645
Wheat,Mexico,MEX,112.929302482682,134,Latin America,Mexico,wet,0.024,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MEX,1128.6477145269191,658.3778334740362,517.2968691581711,1175.6747026322073,421.2262982604039,31.281416787702916,82.81482182063347,2839.6449540278663
Fruit primary and citrus fruits and treenuts,Morocco,MAR,94.2204375445791,139,Africa,Morocco,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,MAR,117.70824661819202,196.18041103032007,431.59690426670403,627.7773152970241,351.44223204128,26.099061199848414,69.09498753269133,1192.121842689036
Maize,Morocco,MAR,73.9526463882214,139,Africa,Morocco,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,MAR,92.38798466642803,153.9799744440467,338.7559437769027,492.73591822094943,275.8433710280658,20.484883049537327,54.231940684695694,935.6840976496762
Other cereals,Morocco,MAR,22.4701093520616,139,Africa,Morocco,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,MAR,28.07158661196838,46.78597768661397,102.92915091055073,149.7151285971647,83.81350788318976,6.224220290521063,16.47808019151184,284.30252357435575
Other oil crops,Morocco,MAR,7.22159811670297,139,Africa,Morocco,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,MAR,9.02183936150964,15.0363989358494,33.080077658868674,48.11647659471807,26.93656097530208,2.000382678326723,5.2958386189155116,91.37109822877203
Residual,Morocco,MAR,33.7515323229885,139,Africa,Morocco,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,MAR,42.16530716636207,70.27551194393678,154.60612627666092,224.8816382205977,125.89321556474711,9.349174453467816,24.7511237035249,427.04045910869957
Rice,Morocco,MAR,111.263632240299,139,Africa,Morocco,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,MAR,139.00006627734498,231.66677712890825,509.6669096835982,741.3336868125065,415.0133482563153,30.820026130562827,81.59333030955261,1407.7604577862821
Roots/tubers,Morocco,MAR,92.1653935786534,139,Africa,Morocco,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,MAR,115.14090954933198,191.90151591555332,422.1833350142173,614.0848509297706,343.7769180483772,25.52981402128699,67.58795529101249,1166.1204478397792
Vegetables,Morocco,MAR,136.242216523762,139,Africa,Morocco,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,MAR,170.20545478575696,283.6757579762616,624.0866675477756,907.7624255240372,508.1834676336323,37.73909397708208,99.91095878409214,1723.8014007046006
Wheat,Morocco,MAR,30.9977855833689,139,Africa,Morocco,dry,0.003,Regional,0.11,0.005,0.0,0.011,0.2,0.277,3.73,MAR,38.72509070379443,64.54181783965738,141.99199924724627,206.53381708690364,115.621740225966,8.586386606593186,22.73170942780386,392.1987440510611
Coffee green,Myanmar,MMR,1.86159454924493,141,East Asia,Myanmar,wet,0.05,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MMR,38.761057936064084,10.85309622209794,8.527432745934098,19.38052896803204,6.943747668683589,0.5156616901408456,1.3651693361129489,66.9661655990335
Cottonseed,Myanmar,MMR,12.1003637205451,141,East Asia,Myanmar,wet,0.05,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MMR,251.94685889563553,70.54512049077795,55.42830895703981,125.97342944781775,45.13435667763323,3.3518007505909932,8.873600061733075,435.2800458334106
Fruit primary and citrus fruits and treenuts,Myanmar,MMR,5.58478310041993,141,East Asia,Myanmar,wet,0.05,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MMR,116.28316241231498,32.55928547544819,25.582295730709294,58.14158120615748,20.831240964566337,1.5469849188163207,4.095507606974615,200.89847710882975
Maize,Myanmar,MMR,13.9619572887116,141,East Asia,Myanmar,wet,0.05,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MMR,290.7078964042451,81.39821099318864,63.95573720893392,145.35394820212255,52.07810068689427,3.8674621689731135,10.238768678388508,502.2461761406236
Maize green,Myanmar,MMR,9.30797169652428,141,East Asia,Myanmar,wet,0.05,Regional,0.11,0.014,0.24,0.011,0.2,0.277,3.73,MMR,193.80526782405914,54.26547499073656,42.63715892129301,96.90263391202956,34.71873442803557,2.578308159937226,6.825845910784473,334.83079023484606
